"Subject" "actlabel" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()"
2 "WALKING_DOWNSTAIRS" 0.178803225777778 -0.0151192662244444 -0.105576211844444 -0.221044004473333 -0.0991497175355556 -0.263950455154667 0.802194606444444 -0.164556461755556 0.0141474541911111 -0.940189510666667 -0.900050474888889 -0.892930266 0.125932207313333 0.0905823433311111 0.0715434834511111 -0.325904745622222 -0.342315456802222 -0.592382225266667 -0.00315892834 -0.08203817902 0.100525427008889 -0.519747539866667 -0.394890760931111 -0.347343531711111 -0.0693354191111111 -0.102403173411111 -0.0586495846377778 -0.527739377777778 -0.638427172444444 -0.5299916716 -0.117162464404444 -0.231748596712667 -0.372610955244444 -0.332103279755556 -0.235556044311111 -0.387072604488889 -0.585279529733333 -0.623785652666667 -0.273647820368444 -0.163206388577778 -0.382290591244444 -0.203411343562222 -0.125803225564444 -0.264915691733333 -0.363503532733333 -0.373387305711111 -0.556382665777778 -0.348074341311111 -0.353821698022222 -0.627376358866667 -0.432291099375556 -0.481260908555556 -0.337088997244444 -0.549924335062222 -0.359691657377778 -0.413740367577778 -0.232362871162222 -0.353010936613333 -0.316721243777778 -0.357484383688889 -0.468204816822222 -0.442723108488889 -0.624953883111111 -0.650598548
2 "WALKING_UPSTAIRS" 0.181051269807692 -0.0298522655357692 -0.103309826259615 -0.275891588707692 -0.0725612599807692 -0.287224360651923 0.878301973653846 -0.178794515973077 -0.0791279556498461 -0.944600484423077 -0.912555502884615 -0.899225217115385 0.136849923007692 0.0268313906019231 0.0554103724980769 -0.350144959363846 -0.274310645301923 -0.580129472038462 -0.0786410890519231 -0.0403404299369231 0.0950014487461538 -0.427366524096154 -0.374190401480769 -0.331880574980769 -0.0351547645532115 -0.116865197407692 -0.0822250170551923 -0.465929317230769 -0.585338259346154 -0.476016176348846 -0.166352968846154 -0.241026372675 -0.365679249096154 -0.320127820423077 -0.213308341361538 -0.324423172082692 -0.534844452942308 -0.560743783788462 -0.297260657903846 -0.115841012494231 -0.391338831192308 -0.269640688057692 -0.112675170919231 -0.293747473930769 -0.374115491192308 -0.306069313017308 -0.549701535461538 -0.384432159807692 -0.289557669173077 -0.609506936596154 -0.355626749026923 -0.426017891326923 -0.296522797403846 -0.456647186653846 -0.353070929884615 -0.410492739596154 -0.222435006346154 -0.373365459 -0.291994281665385 -0.36428585875 -0.401793874653846 -0.395934711675 -0.567435793961538 -0.584255353634615
3 "LAYING" 0.204425207530864 -0.0239616446524691 -0.114942649679012 -0.242182875407407 -0.116346777875309 -0.274353301722222 0.784094741111111 -0.180590134492593 0.000292655562469136 -0.94443940617284 -0.933007440617284 -0.909375638765432 0.0978908652371605 0.0680569157861728 0.0516478994071482 -0.292943369876543 -0.255653927517284 -0.530999273160494 -0.0754805505171605 -0.0573558261493827 0.124545917695062 -0.502397455185185 -0.388565117691358 -0.37215516554321 -0.0961425222938272 -0.0690032773827161 -0.0550167530567901 -0.495988710628395 -0.56849100462963 -0.495715066296296 -0.147029247818519 -0.254350937938272 -0.318868523987654 -0.26763627391358 -0.258778331917284 -0.396356077283951 -0.535731797481481 -0.559522169147407 -0.251571391279012 -0.138798458402469 -0.355793392753086 -0.240145198339506 -0.163047538280247 -0.293013818769136 -0.320804900741975 -0.288248180505062 -0.492647801197531 -0.327805280463062 -0.271894848814815 -0.56853791382716 -0.412717278308642 -0.435673311407407 -0.350398943522222 -0.534095213267901 -0.372499196555556 -0.439598360469136 -0.222140709246914 -0.39207762517284 -0.251208303948395 -0.295603303691358 -0.442844702209877 -0.474147784074074 -0.56651115054321 -0.583656979703704
3 "SITTING" 0.203214908181818 -0.0207944739590909 -0.0913183520015152 -0.245259315090909 -0.0732993635863636 -0.303425017821212 0.815935853030303 -0.143518677681818 -0.0345931992575758 -0.952515771666667 -0.92996145030303 -0.907699411818182 0.0664780288286364 -0.00615055136818182 0.0440759244712121 -0.308061940534848 -0.25784607761197 -0.559218580636364 -0.0343582274015152 -0.0794272260836364 0.0699574077965152 -0.486935029330303 -0.420548295934848 -0.361855160969697 -0.0624343688015151 -0.086093688465303 -0.0656032262974242 -0.482033895742424 -0.596578759584849 -0.520783597171212 -0.148555364965152 -0.234149562229091 -0.337233026681818 -0.280742688681818 -0.271411009859091 -0.392603465817879 -0.550704677045455 -0.5835973885 -0.269066467460606 -0.122275552342424 -0.376630100515152 -0.238252485656061 -0.109202322551667 -0.322070464583333 -0.339251954787879 -0.297515537895455 -0.525863469515152 -0.339187808319697 -0.265663456051212 -0.591310204651515 -0.38644111654697 -0.450540493469697 -0.341304974090909 -0.521749740757576 -0.411715439774242 -0.43012980530303 -0.21585381914697 -0.368606478022727 -0.269935812959091 -0.303322139157576 -0.453975240742424 -0.459447820454545 -0.590404350393939 -0.605752639454545
3 "STANDING" 0.205034421521739 -0.0114917072784783 -0.119214622565217 -0.206905773195652 -0.0830463064847826 -0.282018285943478 0.873195696521739 -0.172721439043478 -0.0436106387782609 -0.950828142391304 -0.931880968043478 -0.887002063913043 0.128026518245652 0.0332276747065217 0.0265043486543478 -0.265068855195652 -0.237554649032174 -0.537960523806522 -0.0584322714086956 -0.0653754093347826 0.048239186073913 -0.444566579986957 -0.418900810673913 -0.30959861023913 -0.127091880237174 -0.0483013536108696 -0.00651039203913043 -0.463247579673913 -0.58142314826087 -0.489112086173913 -0.129556548738043 -0.200325905565217 -0.313051468195652 -0.223162308363043 -0.245388311082609 -0.349150246447826 -0.533680608043478 -0.556808419434783 -0.227515678069565 -0.108578448080435 -0.349441274543478 -0.200928298534783 -0.133049812130435 -0.306628619582609 -0.295394968128261 -0.265457180615217 -0.491957907934783 -0.299734142693478 -0.260454039082609 -0.583466870956522 -0.326284440980435 -0.438880714195652 -0.287466880023913 -0.484635243730435 -0.414860398152174 -0.382935294195652 -0.166208399043478 -0.348178117980435 -0.202911892065217 -0.256429614565217 -0.408403147782609 -0.425741545 -0.562294902826087 -0.581508860586956
3 "WALKING" 0.20240551754386 -0.0128064426880702 -0.100435493403509 -0.244023540321053 -0.118190817211754 -0.320288945245614 0.796469812982456 -0.1442705912 -0.0166946360842105 -0.948349012280702 -0.926740394561404 -0.914748866315789 0.1098274482 0.0473845066263158 0.0298791344333333 -0.301377666473684 -0.286281747266842 -0.55604608745614 -0.0603800735594737 -0.0294755652824561 0.0660568754403509 -0.506612126877193 -0.45148773762807 -0.390687834473684 -0.120706574259649 -0.0469503615191228 -0.050458922005614 -0.518847292929825 -0.602533142689474 -0.513020631438596 -0.15865708814386 -0.244982165538597 -0.333203214105263 -0.297951310280702 -0.314949954033333 -0.416954732091228 -0.5598226373 -0.593867619526316 -0.257005777842105 -0.162552032526316 -0.382922702831579 -0.240968974026316 -0.154084321137193 -0.343083507 -0.328713870450877 -0.321468020087719 -0.513519281666667 -0.336395144971053 -0.29756647567193 -0.597722314982456 -0.418053097192982 -0.478078404315789 -0.362559389315789 -0.537252091280702 -0.44374478368421 -0.459444443824561 -0.221573022298246 -0.379751765068421 -0.274813597161404 -0.335312822087719 -0.457005209407018 -0.492884391089825 -0.59512050445614 -0.622858643473684
3 "WALKING_DOWNSTAIRS" 0.203090792142857 -0.0126644455622381 -0.0876936272857143 -0.26724449997619 -0.0865474359380952 -0.277214646528571 0.82408909547619 -0.124893964690476 -0.0243955055690476 -0.950470005238095 -0.928942686190476 -0.8982926825 0.16004896797619 0.00444947787619047 0.04457311075 -0.338196111053333 -0.243576533961667 -0.547601999333333 -0.0337024683547619 -0.04569300295 0.0991755516428571 -0.484676678595238 -0.401114182785714 -0.354887847514286 -0.108650760254762 -0.0818504765957143 -0.0656095731345238 -0.470513853928571 -0.590886811428571 -0.491954360785714 -0.164382950307143 -0.231440221380952 -0.344936276561905 -0.288656067192857 -0.271896816809524 -0.365902367095238 -0.539184558261905 -0.568211983809524 -0.27407566352381 -0.110235785940476 -0.360665474047619 -0.26674255427381 -0.13489720137381 -0.295152993952381 -0.351869050190476 -0.284074044714286 -0.513130452190476 -0.385111469642857 -0.251982388947619 -0.581128118047619 -0.382637722664286 -0.452570279595238 -0.330483559061905 -0.520806213976191 -0.381988585697619 -0.426639531619048 -0.209525257838095 -0.366641583857143 -0.269018291833333 -0.320119192619048 -0.423230932904762 -0.442171082785714 -0.566760774285714 -0.602402315380952
3 "WALKING_UPSTAIRS" 0.203121324489796 -0.0204980559857143 -0.112399336061224 -0.245714520620408 -0.0958761547510204 -0.268117921234694 0.798514560612245 -0.147421941020408 -0.0632443644918367 -0.956009361632653 -0.94127857755102 -0.929977484081633 0.126690420632653 0.0829169628244898 0.103516515691837 -0.304739137183673 -0.276396546318367 -0.546261802469388 -0.0911731234653061 -0.0335197521306122 0.0959445830510204 -0.467779765306122 -0.384745110420408 -0.295531084989796 -0.0661541523802041 -0.0743689022183674 -0.0969625236897959 -0.512415629795918 -0.577072113285714 -0.521049950510204 -0.148198983857143 -0.256924035387755 -0.332024550816327 -0.295440868020408 -0.234018046034694 -0.360970297204082 -0.546856121571429 -0.575039694673469 -0.256900605061224 -0.131268173879592 -0.354587540510204 -0.242398277573469 -0.136485683918367 -0.282757923938776 -0.332958097083673 -0.308780450816327 -0.504696496061224 -0.338607477204082 -0.291118042171429 -0.586566679387755 -0.394959897244898 -0.423352110667755 -0.305458607265306 -0.496227664857143 -0.373523146979592 -0.361446178 -0.234828068202041 -0.387404493640816 -0.276618760737551 -0.327122886332241 -0.428051750426939 -0.431905137081633 -0.575145114346939 -0.606160216122449
4 "LAYING" 0.222504863333333 -0.0179308063664815 -0.114617194444444 -0.304183908737037 -0.102834904388889 -0.319919201466667 0.891653173703704 -0.181945222111111 -0.050208796862963 -0.948962567037037 -0.942638299259259 -0.90801294 0.0634804357759259 0.0763042870185185 0.0546059169296296 -0.372931712907407 -0.251624732440741 -0.609182952203704 -0.068595212087037 -0.0352831996592593 0.0816972995592593 -0.505460591105556 -0.447142150981481 -0.40491082462963 -0.0811156643037037 -0.0644645728659259 -0.0567364634037037 -0.511812651907407 -0.675997797962963 -0.533449356833333 -0.193692486611111 -0.285757123481481 -0.377892594166667 -0.331726877790185 -0.298133564944444 -0.41351319162963 -0.601507183148148 -0.639977746111111 -0.327809710312963 -0.148699316488889 -0.42617172 -0.297239207 -0.139777334901852 -0.322981012553148 -0.395559648648148 -0.294668909037037 -0.572399715925926 -0.406210131135185 -0.256052964185185 -0.644929973166667 -0.429356850333333 -0.523517364814815 -0.393283220018519 -0.532682219777778 -0.415240000925926 -0.468576514259259 -0.27632131 -0.405689797166667 -0.319647372111111 -0.355099029462963 -0.495892475925926 -0.46375833037037 -0.64419560912963 -0.661406557962963
4 "SITTING" 0.221128108275862 -0.0169517354981034 -0.113380558965517 -0.274617431494828 -0.133965577375862 -0.322240555172414 0.755854753965517 -0.188619176108621 0.010811792652019 -0.956213108448276 -0.939445510517241 -0.937293740517241 0.104964778706897 0.0772860735982759 0.0216781221275862 -0.344175164155172 -0.302636343834483 -0.601233320189655 -0.0484082972736207 -0.0904475995827586 0.115050992368793 -0.506790373741379 -0.405074886793103 -0.414489336655172 -0.0292327184665517 -0.0408170658758621 -0.0758661365068966 -0.527516163839655 -0.629511530327586 -0.5481630755 -0.185993302748276 -0.272672233 -0.374867993344828 -0.336271541536207 -0.284623272689655 -0.393965883862069 -0.582505359896552 -0.618759589810345 -0.287685179986207 -0.180444389017241 -0.418179211896552 -0.271367255810345 -0.167148899382759 -0.328823870815517 -0.369622411568966 -0.341529125322414 -0.561379166141379 -0.37741750487931 -0.307766051168965 -0.640473679241379 -0.415679459086207 -0.478834471448276 -0.392635701037931 -0.538508418241379 -0.374624758568965 -0.480033723275862 -0.256397126890517 -0.397806241482759 -0.320704846824483 -0.362974366258621 -0.464046933182759 -0.456532903344828 -0.616356556068966 -0.651590734827586
